ID,species,centroid_size_left,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30,Comp31,Comp32,Comp33,Comp34,Comp35,Comp36,Comp37,Comp38,Comp39,Comp40,Comp41,Comp42,Comp43,Comp44,Comp45,Comp46,Comp47,Comp48,Comp49,Comp50,Comp51,Comp52,Comp53,Comp54,Comp55,Comp56,Comp57,Comp58,Comp59,Comp60,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,Cutwindow_length_left,Sut1_length_left,Sut2_length_left,Sut3_length_left,Sut4_length_left,Sut5_length_left,Sut6_length_left,Arc1_width_left,Arc2_width_left,Arc3_width_left,Arc4_width_left,Arc5_width_left,Leftface_length,noncut_edge_length,Intersect_to_top_dist_left,dist_arc2_arc3_left,dist_arc3_arc4_left,dist_arc4_arc5_left,Leftface_height1,Leftface_height2,Leftface_height3,Leftface_height4,Leftface_height5,Leftface_height6,Leftface_height7
PBX011V16,PBX,1.753522957,-0.030518929,0.015317476,0.000498453,-0.002820962,0.009689804,-0.010458446,0.017976336,-0.011102655,0.000693778,-0.00525905,-0.00112754,-0.000970127,-0.00352328,-0.008306332,0.004334231,0.0049653,0.004652321,-0.004260387,0.003882987,-0.001148096,-0.000211051,-0.0017965,-0.002378766,-0.006515646,-0.004912866,-0.000612672,0.004189814,-0.000137465,6.01E-05,0.000740147,-0.00387747,-0.000729595,-6.99E-05,-0.001863766,-0.000880236,-0.000952046,-0.002259009,0.002683562,0.000692057,-4.68E-05,0.000492766,-0.000354524,0.000773081,0.000908233,0.00111167,-0.000361678,0.00132,-0.000407499,-0.001480973,8.28E-05,0.000830517,0.000335241,1.10E-05,0.000429611,-0.000142862,-0.000305411,0.000805434,-0.00037957,-0.000948091,0.000215433,2.6618,0.9898,2.7006,1.1753,2.5633,1.2918,2.2843,1.2652,2.1476,1.276,2.0333,1.2925,1.9412,1.3091,1.8689,1.3155,1.7837,1.3278,1.7118,1.3285,1.6181,1.2859,1.5496,1.2157,1.5038,1.1483,2.1365,1.1343,2.0712,1.1872,2.0162,1.1791,1.9784,1.2265,1.9153,1.2104,1.9002,1.2594,1.8344,1.2278,1.8301,1.2803,1.7718,1.2379,1.7384,1.2594,1.6823,1.2131,2.3096,1.0291,2.3069,0.9822,2.1365,1.0717,2.0119,1.1117,1.9121,1.1347,1.8279,1.1426,1.7657,1.1476,1.6775,1.1483,0.460984902,0.197432647,0.117142648,0.085848762,0.064428953,0.052387785,0.082040539,0.137125964,0.115484804,0.093584026,0.072582711,0.086083274,1.168796924,0.275201817,1.46E-05,0.105643268,0.082750045,0.063409542,0.208563396,0.197080314,0.201392999,0.198973064,0.213093829,0.243489404,1.061263478
PBX011V18,PBX,1.728873229,-0.0164262,-0.000491643,0.007106857,-0.00068123,-0.000737453,-0.001988603,0.003545729,-0.003454113,0.000636216,0.002599144,-0.004911906,0.001034429,0.001027827,-0.0117135,0.002493697,0.001998712,-0.00306454,0.005768641,-0.00027013,0.005467463,0.002369419,-0.00575921,-0.000526245,-0.003619939,0.003472356,-0.002457099,0.000127956,-0.000510548,-5.59E-05,0.005384457,-0.004383436,-0.000884797,0.000565254,-0.001523075,-0.001536777,-0.000350255,-0.001796649,-4.10E-05,4.98E-05,0.000292657,-0.000717033,0.001118217,0.001513065,0.000589267,-9.69E-05,0.000207921,-0.000635883,0.000272496,0.00073265,-0.001071359,0.000376117,-0.000662411,0.001326018,0.001026978,-0.00075884,-0.001283137,4.37E-05,-0.001626603,0.000132451,0.000160471,2.6235,0.986,2.6676,1.1818,2.5367,1.2896,2.2691,1.2702,2.1354,1.2821,2.0081,1.3004,1.9261,1.3166,1.8484,1.3242,1.7665,1.3328,1.6953,1.3339,1.6147,1.2932,1.5561,1.226,1.5079,1.1505,2.135,1.126,2.0703,1.1836,2.0106,1.1778,1.9754,1.2375,1.9142,1.2087,1.8999,1.2699,1.8287,1.2267,1.8222,1.2828,1.7611,1.2357,1.733,1.2551,1.6845,1.2077,2.3145,1.0275,2.3166,0.9714,2.1339,1.0656,2.0023,1.1088,1.9074,1.1311,1.8161,1.1433,1.7564,1.1483,1.6816,1.149,0.457848381,0.196917368,0.118068878,0.070892172,0.053547456,0.048993877,0.084614065,0.134228536,0.128608631,0.083584927,0.078070801,0.082350288,1.127662897,0.26221045,8.82E-06,0.10123127,0.087374195,0.068196481,0.202460984,0.198506448,0.205262978,0.19698472,0.218514302,0.245234989,1.075165215
PBX012V01,PBX,1.811244515,-0.018058822,-0.000597821,0.00107052,-0.0099532,0.027188659,-0.019415284,0.002411598,0.012174428,-0.001582695,0.000903981,-0.008777727,-0.001921115,-0.002071326,0.006958783,0.004587613,0.007233777,-0.003188705,0.009598018,-0.002172239,0.006595157,0.001864661,0.002050362,0.000214191,-0.0015481,-0.002583856,-0.00249931,-0.000947247,0.001166373,-0.004990232,0.003406703,-0.00268399,0.000147408,0.001512552,-0.001199348,-0.003844405,-0.000357787,0.002607957,-0.000634789,0.0009813,0.0013143,0.001192587,1.69E-05,0.000370402,0.002077383,-0.002179466,-0.000729399,0.000277912,0.000495087,-0.000438584,0.001216307,0.002071076,-0.00150931,-0.000911218,-0.000652493,0.001358984,-0.000203349,-0.001016495,-0.000844673,0.000130163,-0.001178361,2.6634,1.0119,2.7193,1.1717,2.5755,1.2983,2.2584,1.2745,2.1181,1.2864,2.0286,1.2994,1.9272,1.3166,1.8549,1.3274,1.7762,1.3342,1.7042,1.3357,1.6122,1.3069,1.528,1.2325,1.4687,1.1429,2.1451,1.1192,2.0761,1.1775,2.0156,1.1688,1.9768,1.2228,1.9164,1.199,1.8991,1.2584,1.8225,1.2131,1.8215,1.2778,1.7557,1.2292,1.7341,1.2573,1.6715,1.198,2.349,1.0329,2.349,0.9779,2.1451,1.0631,2.0113,1.1052,1.9132,1.1203,1.8225,1.1289,1.7578,1.1321,1.6672,1.1408,0.480110821,0.192236781,0.116718508,0.092470536,0.064628554,0.059797324,0.087669949,0.140803764,0.090439206,0.102848432,0.073102189,0.078993228,1.201860678,0.304355204,0,0.10369513,0.094952725,0.068712808,0.222001261,0.218106625,0.214926453,0.213058607,0.210332309,0.239847556,1.098465589
PBX012V02,PBX,1.767324518,-0.027671283,0.019013811,-0.001598187,0.001841723,0.010770946,-0.014911195,0.004410815,0.018835805,0.003763289,-0.007464874,-0.003643928,0.004619394,-0.001897493,0.011476976,-0.003601853,0.004768034,-0.000422365,0.003178953,-0.005118495,-0.005039102,0.006942805,0.0055023,-0.004190833,0.004157182,0.001013069,0.000701215,-0.00275056,0.001083072,0.000177408,0.001078061,0.000400541,0.001388786,-0.000176637,0.000108285,-0.001752947,0.000486665,-0.00288963,-0.00115318,-0.000831765,-0.000777706,-0.002388779,-0.000950716,-0.001650135,0.000507395,0.00174411,0.00031684,-0.00011929,-0.000587944,-3.11E-05,0.000308976,-0.000641436,-0.001234216,0.000137443,0.001491074,0.000743363,-0.000494024,0.000526783,7.68E-05,0.000251747,-0.000637382,2.6063,0.9978,2.692,1.199,2.5611,1.3127,2.2289,1.2882,2.1066,1.2983,2.0178,1.3119,1.9236,1.322,1.8452,1.3335,1.7697,1.3407,1.6942,1.3468,1.5949,1.3091,1.5189,1.2335,1.4617,1.1586,2.1257,1.1404,2.0595,1.1922,2.0027,1.1893,1.966,1.2361,1.9035,1.2152,1.8783,1.267,1.8128,1.2346,1.8064,1.2886,1.7341,1.2443,1.7244,1.2875,1.6597,1.2163,2.2979,1.0559,2.2943,0.9898,2.1239,1.075,1.9969,1.1134,1.8955,1.1357,1.802,1.1483,1.7303,1.1543,1.6543,1.157,0.472140668,0.180263918,0.116084538,0.091808932,0.071253702,0.059341807,0.069873672,0.12271634,0.089835405,0.094739907,0.079238942,0.075842534,1.155839868,0.299124539,2.59E-05,0.102525363,0.09275155,0.079295523,0.216939738,0.21287238,0.212033606,0.214484801,0.214993256,0.237653613,1.033345523
PBX012V04,PBX,1.737367295,-0.014909994,0.021667673,0.001249501,0.00346088,-0.007237554,0.006362048,-0.013424316,-0.000600243,0.000164538,-0.002314868,-0.005423026,0.000971633,-0.010950028,-0.003605886,-0.002475245,0.004215095,-0.000846904,-0.002822714,-0.000864757,0.00145224,0.004368992,0.002321408,0.000385417,-0.00187358,-0.002289515,0.003420386,0.002602813,-0.001961961,-0.001473121,-0.00153274,-0.00099467,0.003035361,-0.001218894,-0.000603931,0.00084204,-0.000630164,0.000292989,-0.001612526,-0.002675815,0.002411551,1.52E-05,0.000206643,0.000802573,5.77E-05,0.000296683,-0.000662247,0.000295342,-0.000144942,0.000134711,-0.001483631,-0.000809822,0.000468558,-0.000389709,-0.000340005,-7.91E-05,0.00055022,0.001092744,-0.000940353,0.000425153,0.000956117,2.5901,0.9795,2.6737,1.1882,2.5561,1.3015,2.2853,1.2767,2.1494,1.2853,2.0394,1.3029,1.9444,1.3216,1.8653,1.326,1.7834,1.336,1.6985,1.3375,1.6181,1.2977,1.5485,1.2184,1.4957,1.1494,2.1472,1.1365,2.0717,1.1936,2.0167,1.1882,1.9746,1.2368,1.9142,1.2174,1.897,1.2659,1.8312,1.2314,1.8269,1.2859,1.7594,1.2406,1.7346,1.2665,1.6812,1.2136,2.3181,1.0225,2.3159,0.9685,2.1462,1.0689,2.0117,1.1163,1.9117,1.1365,1.829,1.1472,1.7549,1.1544,1.6769,1.1516,0.472335061,0.19679342,0.120192263,0.092564842,0.073138567,0.055520897,0.08492167,0.13617184,0.111399102,0.096822983,0.079222282,0.082508242,1.107509535,0.276603416,9.68E-06,0.106578093,0.084172442,0.072387015,0.212945087,0.204045877,0.209123217,0.209752831,0.217996078,0.250059293,1.06765929
PBX012V05,PBX,1.803033462,-0.016874005,0.014694332,-0.019131732,-0.008425334,0.001183719,0.005212449,-0.002765692,-0.004309297,-0.00277795,0.007956718,0.001432025,-0.001933617,-0.001019158,0.000685949,0.002030242,-0.002126045,-0.000169248,0.003260714,0.000749085,-0.002576805,0.002210014,0.003041487,-0.00090306,0.003580418,-0.005610907,0.002597262,-0.001366558,0.000147141,0.000753529,-0.001984729,-0.005729,-0.00106521,-0.001137828,-0.000538863,0.001192514,-0.001064201,0.00083156,-0.001297467,0.000629003,0.003159174,-0.000886076,0.000364181,0.002080558,0.000727923,0.000866134,0.000305381,0.002380746,-0.000763257,-0.000497348,0.000447506,0.000282013,-0.00050459,-2.26E-05,0.000723909,0.00014667,-0.000928643,-0.001778482,-0.000188493,-0.000751413,0.000674045,2.6224,1.0227,2.6888,1.2001,2.5755,1.3101,2.2922,1.2828,2.1375,1.2807,2.021,1.2943,1.916,1.3116,1.8341,1.3188,1.7456,1.3231,1.6737,1.3274,1.5913,1.2843,1.523,1.2109,1.4698,1.1332,2.1338,1.1354,2.062,1.1926,2.0102,1.1796,1.9671,1.2276,1.9061,1.2077,1.8792,1.2616,1.8177,1.2244,1.8004,1.2735,1.737,1.2386,1.7161,1.2767,1.6579,1.1997,2.3274,1.0415,2.3281,0.9725,2.1321,1.0674,2.0124,1.1063,1.9067,1.1311,1.8161,1.1375,1.7395,1.1429,1.6543,1.1429,0.480224218,0.216373104,0.116025256,0.085756049,0.062082526,0.056460429,0.054983725,0.154714253,0.117291134,0.106415647,0.082215874,0.088604402,1.157884714,0.281582759,9.80E-07,0.107825878,0.089963604,0.081939795,0.202009232,0.199724736,0.200725733,0.199245401,0.214628446,0.268382507,1.072519352
PBX012V06,PBX,1.806295836,-0.02434401,-0.009477825,-0.028976403,0.013421237,0.033742344,-0.005022887,0.014517151,-0.018884199,-0.057740547,-0.006040242,0.024369171,0.018153346,0.028193371,0.003471066,-0.031860954,0.01847657,-0.002132165,-0.023885039,-0.012648083,0.013609719,-0.010024735,-0.002700609,-0.01357356,0.003021183,0.003550369,0.003952264,-0.001793991,0.00027922,-0.000168371,0.001316998,-0.000439044,-0.001886448,-0.003185641,0.001439202,0.000356812,-0.001235658,9.48E-05,6.26E-06,-0.00043676,0.001152146,0.00058504,0.000380874,0.001128995,0.000499071,0.000254637,0.001189833,0.000204895,0.000961717,0.00158352,-0.00023297,0.000266065,0.000442068,0.001668956,-0.000324483,-0.000573074,0.000833581,-0.00084994,-0.000205092,0.000119768,-7.75E-05,2.6429,1.0086,2.6726,1.1624,2.5604,1.2875,2.2487,1.2605,2.1199,1.2756,1.989,1.2994,1.9027,1.3195,1.815,1.3263,1.7416,1.3382,1.6543,1.3393,1.5674,1.2896,1.5027,1.2131,1.4552,1.1462,2.1232,1.1566,2.0717,1.1462,2.0383,1.1931,1.9779,1.1742,1.9331,1.2255,1.8727,1.2077,1.8596,1.2648,1.792,1.2282,1.7747,1.2778,1.7179,1.2433,1.6345,1.2145,2.3206,1.039,2.3213,0.9851,2.0692,1.1005,1.979,1.1246,1.8689,1.1429,1.7826,1.1505,1.7114,1.1505,1.6262,1.1526,0.492117974,0.162927775,0.138085481,0.12569109,0.115755086,0.100760161,0.097814621,0.129682111,0.133046045,0.088609819,0.087963231,0.074358389,1.195644199,0.27735973,9.80E-07,0.110076337,0.083347106,0.085889522,0.218550955,0.204055385,0.207328266,0.197272046,0.206527988,0.240458416,1.077120328
PBX012V10,PBX,1.768788014,-0.043534901,0.01427019,0.005290897,0.012456765,0.01680327,0.007528752,0.001092309,-0.001471675,-0.019932456,0.001668736,0.001810633,-0.000210325,0.002764143,-0.001759379,0.005767672,0.005834059,0.006388125,0.01559946,-7.88E-05,-0.004423251,0.007198668,-0.011384308,-0.000815319,-0.004071717,0.000718008,0.006924728,0.003169979,-0.000903627,-0.005468576,-0.002495506,-0.001559492,0.001825308,0.002737918,0.000723885,0.002185358,-0.002632759,0.002369558,0.000153812,0.000130726,-0.003314214,-0.001477148,-0.002845701,-0.002559779,-0.000964834,-0.000430104,-0.0011135,0.000398241,-0.001045553,9.99E-05,-0.000712498,0.000145833,-0.000236219,-0.000309014,2.08E-05,-0.000218387,0.000746615,-0.001373872,0.001150531,0.001554596,-6.35E-05,2.6073,0.9773,2.6805,1.1487,2.5669,1.2983,2.2519,1.2947,2.1311,1.3047,2.0045,1.3184,1.9045,1.3285,1.829,1.3393,1.7503,1.3447,1.6704,1.3371,1.5892,1.2997,1.5273,1.2285,1.4791,1.1566,2.1063,1.1401,2.0566,1.1846,2.0041,1.1839,1.9574,1.2242,1.9027,1.2098,1.8711,1.2587,1.8157,1.2264,1.8128,1.304,1.7438,1.2386,1.7168,1.2616,1.6532,1.2033,2.2907,1.0307,2.2893,0.9919,2.1009,1.0906,2.0045,1.1257,1.8937,1.1451,1.808,1.1591,1.7352,1.1607,1.6492,1.1595,0.457486448,0.21236883,0.141330322,0.105318802,0.077379584,0.038839799,0.089598326,0.121213201,0.127339114,0.100508756,0.076268539,0.078885043,1.142358845,0.263013194,3.92E-06,0.104655482,0.088569521,0.072927704,0.210998223,0.201733488,0.19495797,0.205692805,0.219245433,0.253885427,1.037285862
PBX012V11,PBX,1.664034454,-0.023536567,0.012103249,0.016862096,0.006520348,-0.013602758,-0.003481779,-0.004308265,0.005989075,0.008187741,-0.011441948,0.002137829,0.00275794,-7.87E-05,-0.00357476,0.001360553,0.000480175,0.001111928,-0.000411062,-0.005873052,0.002062376,0.002155804,-0.004265207,0.001657139,0.001432876,0.003859436,-0.00176244,-0.000956968,0.000833062,0.002405657,0.003630418,0.000699465,-0.004159848,-0.001639697,-0.001616334,0.001901533,-0.003401518,-0.002444325,0.001029449,0.000141415,-0.000795364,0.001915476,-0.000386223,0.001492252,0.000709673,0.000580903,0.002244629,-0.000945359,0.001008282,-0.000289658,-0.000175602,5.18E-05,0.00084771,-0.000197282,-0.000793483,-0.000488487,-0.001009388,-0.000182097,0.001236264,-0.000406725,-0.000363515,2.5701,0.9542,2.6381,1.1936,2.5173,1.294,2.2415,1.2738,2.125,1.2911,2.0056,1.3055,1.9222,1.3184,1.8517,1.3256,1.774,1.3357,1.7107,1.3357,1.6266,1.294,1.5604,1.2321,1.5086,1.1652,2.1286,1.1397,2.0523,1.1972,1.9962,1.1922,1.9689,1.2404,1.9056,1.2138,1.897,1.2735,1.8229,1.2332,1.8207,1.2807,1.7582,1.2433,1.7344,1.2742,1.6855,1.2141,2.2835,1.0397,2.2821,0.9872,2.1253,1.0732,1.9912,1.1174,1.8948,1.1402,1.8139,1.1521,1.7481,1.158,1.6828,1.1613,0.44930276,0.175297519,0.118753947,0.074732189,0.051488348,0.054561983,0.073146497,0.117777502,0.120265207,0.084391765,0.070866706,0.078353685,1.082267642,0.264413804,3.92E-06,0.093139251,0.084944982,0.065483586,0.196806504,0.197034819,0.198455486,0.198999322,0.219258136,0.231824934,1.034634162
PBX012V14,PBX,1.799148041,-0.012967805,0.00564218,0.000332427,0.005564704,0.010646742,-0.010856255,-0.009376339,0.011246813,0.000149612,0.000266841,-0.00548744,-0.001753506,-0.001357353,0.006750449,-0.00051648,0.005481246,-0.000122093,-0.001602319,0.001352342,0.000228232,-0.001187751,-0.001790654,-0.000639875,0.001013887,-0.00218924,-0.003101076,-0.001582614,0.001912734,-0.000201084,-0.001112361,0.001786965,0.000751295,-0.002947749,-0.001690575,0.001480399,-0.001620284,0.00082938,-0.001897374,-0.001002485,0.000837491,-0.000436896,-0.001061576,0.000573216,0.001937391,-0.000470387,-0.000333436,0.000343951,-0.000251547,0.00129368,0.000156043,-8.14E-05,-0.000748611,-0.00062646,0.000452667,-0.000152022,-0.000654678,0.001387409,-0.000822825,0.000668625,0.000391578,2.616,0.973,2.6909,1.1656,2.555,1.2918,2.2487,1.267,2.1203,1.2799,2.0156,1.2961,1.9186,1.3155,1.8355,1.3263,1.7611,1.335,1.6931,1.336,1.5971,1.3026,1.5151,1.2282,1.4493,1.1494,2.1375,1.1235,2.0642,1.1807,2.0081,1.1785,1.966,1.2249,1.9056,1.2066,1.8883,1.2648,1.8215,1.2206,1.8107,1.2789,1.7406,1.2379,1.7233,1.2691,1.6521,1.2066,2.322,1.0092,2.3204,0.9595,2.1354,1.0577,1.9984,1.1009,1.897,1.1235,1.8139,1.1365,1.733,1.1451,1.6446,1.1472,0.492461948,0.181542529,0.113964249,0.086773268,0.059064202,0.053495794,0.075971376,0.129046387,0.105945882,0.098920979,0.083798866,0.074906942,1.179960105,0.307014658,5.12E-06,0.106281983,0.085257316,0.082729076,0.221000204,0.208181868,0.207371864,0.209419961,0.216565487,0.237998697,1.08094461
PBX012V15,PBX,1.741682203,-0.040672084,0.006118911,-0.005762638,-0.002043146,0.003331083,0.010866362,-0.004126155,-0.005292601,-0.011664608,0.012152698,-0.000478704,0.002360493,-0.008914701,-0.00334754,0.007020906,-0.000982042,-9.37E-07,0.006160188,0.001454226,0.00303874,-0.000860092,-0.000921793,0.002811115,0.003146966,-0.001637814,0.002312922,-0.002739799,-0.000177584,-0.001895707,0.002918894,-0.002942659,-0.001073402,-0.001792844,0.002265656,-0.001561568,0.000199731,-0.001958289,-0.001115331,-0.002491447,0.000350803,-0.000884881,0.001344861,-0.000565995,0.000581933,0.000418332,-7.69E-06,-0.002260013,0.000287996,-0.002187258,3.08E-05,0.000122476,0.000267592,0.001784737,3.46E-05,0.000889092,0.000294427,0.000897889,0.00047039,0.000606202,-0.000109371,2.5998,0.9881,2.6751,1.149,2.5795,1.2907,2.2774,1.2717,2.1343,1.2853,2.0293,1.3026,1.9243,1.3227,1.8474,1.3278,1.7567,1.336,1.6877,1.3382,1.6154,1.2961,1.555,1.233,1.5119,1.1624,2.1214,1.1408,2.0609,1.1861,2.007,1.1882,1.9757,1.2411,1.9186,1.2152,1.8959,1.2708,1.8306,1.2352,1.8107,1.2875,1.7551,1.2411,1.7233,1.2654,1.6721,1.2163,2.3118,1.0264,2.3101,0.9806,2.1235,1.0764,2.0049,1.1196,1.915,1.139,1.8229,1.1534,1.7496,1.1606,1.6712,1.1627,0.45559932,0.203643831,0.123402593,0.08157947,0.059162235,0.054506697,0.078101985,0.143744809,0.106415647,0.106906548,0.07706893,0.091069918,1.101774432,0.248618744,5.78E-06,0.09243138,0.090244113,0.075730179,0.193243732,0.193702555,0.197343482,0.19957317,0.210239982,0.24865096,1.065522581
PBX012V18,PBX,1.773991076,0.003157904,0.016173673,0.012629811,0.017339764,-0.006610128,-0.005316617,0.003268066,-0.001791758,-0.006385617,0.007702026,0.00374104,0.001972116,-0.003545367,-0.000904992,-8.06E-05,0.001180791,-0.01078474,0.000604843,0.006509015,0.003269819,0.000884961,-0.000322312,0.001890285,0.002126971,-0.003017536,0.002341518,-0.00578894,-0.004875433,-0.001171913,0.00099292,-0.001195392,-0.002446606,-0.00068661,-0.001435901,-0.000932476,-0.000302358,-9.93E-05,0.001653082,-0.001248053,0.00019459,-0.002331137,0.000227178,0.001522029,0.001017088,0.000394861,0.001055727,-0.000687676,-0.001085136,-0.000217917,0.000417057,0.001250463,0.000759436,0.000283733,-0.000705304,0.000149958,-0.000558966,-0.000853971,-0.000439201,0.000355905,-0.000525787,2.6052,0.9547,2.6758,1.1915,2.5216,1.3058,2.2799,1.2756,2.1321,1.2853,2.0124,1.3058,1.9272,1.3252,1.8474,1.336,1.76,1.3511,1.6819,1.3562,1.596,1.3166,1.527,1.2476,1.4752,1.171,2.1253,1.1275,2.0635,1.1785,2.0074,1.1814,1.9678,1.2289,1.9168,1.2073,1.8894,1.272,1.8247,1.2346,1.8067,1.285,1.7463,1.2497,1.7168,1.2763,1.651,1.2217,2.3031,1.0049,2.3037,0.9558,2.1214,1.0609,2.0022,1.1079,1.9121,1.1311,1.8161,1.1489,1.7352,1.158,1.6456,1.1667,0.483563987,0.214090565,0.126933841,0.088897525,0.065261627,0.065249444,0.086378701,0.14811796,0.121442744,0.087380776,0.080527511,0.088694814,1.150515402,0.277531854,7.20E-07,0.094229348,0.096060918,0.079840904,0.217003963,0.210411121,0.20838642,0.201445228,0.219874441,0.266867645,1.05749913
PBX012V19,PBX,1.761376788,-0.033233236,-0.008621723,-0.002239262,0.01005759,0.011506267,0.000327317,0.003859559,-0.008752805,0.004494021,0.004275182,-0.004892165,-0.007308722,-0.002726981,-0.000351904,0.003884596,0.005559957,-0.003731631,0.002963499,-0.001445658,0.000158234,0.00743722,0.001987009,-0.001565247,-0.003008675,-0.002119261,0.00429582,-0.000744721,0.001750639,-0.000616204,-0.003671532,-1.31E-05,-0.001386345,0.002176441,0.001157119,0.001296164,-0.000327127,-4.22E-05,0.000694966,-0.002081991,0.001313383,0.002858664,0.000313956,0.001134843,0.000775068,0.00206071,0.00033032,-0.000950462,9.37E-06,-0.000415322,-0.001289253,0.000199529,0.000255649,-0.000171398,-0.000638719,-0.000742696,-0.000606244,-0.001850074,-0.000439359,-0.000277028,-0.000647564,2.63,0.9741,2.6963,1.1386,2.5475,1.2789,2.2659,1.2584,2.116,1.2756,2.0167,1.295,1.9218,1.3123,1.8506,1.3155,1.7616,1.3258,1.6834,1.3231,1.6073,1.2756,1.5421,1.2087,1.4957,1.1446,2.1314,1.125,2.0674,1.1882,2.0135,1.1789,1.9754,1.2271,1.9135,1.2041,1.8948,1.258,1.8294,1.2213,1.8251,1.281,1.7531,1.2314,1.7251,1.2566,1.6712,1.2055,2.3193,1.0334,2.3198,0.9558,2.1273,1.0653,2.0119,1.1036,1.9099,1.1273,1.8285,1.1375,1.7508,1.1424,1.6661,1.1465,0.467187639,0.189435504,0.1000036,0.079473895,0.060642312,0.042901049,0.078236117,0.150883564,0.10117732,0.096463983,0.071271874,0.089594029,1.147042606,0.259024207,5.00E-07,0.10312633,0.085840841,0.076965577,0.20314709,0.199809034,0.198141187,0.198820346,0.201049273,0.237692175,1.089892848
PBX012V20,PBX,1.722458739,-0.030048303,0.017742776,0.011914437,0.013999309,0.006920033,0.00423041,-0.010621225,0.002472555,-0.006506906,-0.005157471,-0.00607509,-0.001162557,-0.007061135,-0.010654327,0.004265581,-0.00152934,0.002347748,-0.003343653,-0.005297821,0.00365476,-0.002942339,-0.003196935,0.001297055,0.001027243,0.002623663,-0.000966941,-0.005875589,0.002583849,0.005554135,-0.001241113,0.003631546,-0.002313744,-0.002510483,0.002362435,-0.0019617,0.001282832,0.001946114,-0.00076849,-0.001236787,0.002596919,-0.002600118,-0.0007378,0.000392702,0.00042762,0.001120191,0.002182229,-0.001260284,-0.000599524,0.000265347,0.00098802,0.001618486,-0.001080815,0.000812361,-0.001924601,-0.000339719,8.18E-07,0.000510084,-0.000875053,8.61E-06,-7.20E-05,2.5922,0.959,2.6467,1.1559,2.5496,1.3015,2.254,1.2789,2.1361,1.2911,2.021,1.3069,1.9232,1.3242,1.8538,1.3306,1.7718,1.336,1.6963,1.3393,1.6154,1.2929,1.5367,1.2174,1.4871,1.1505,2.1289,1.13,2.0588,1.1861,2.0005,1.1904,1.9693,1.2357,1.9153,1.2077,1.897,1.2756,1.8333,1.2271,1.8172,1.2832,1.7513,1.2364,1.7233,1.2594,1.6704,1.2152,2.2947,1.0239,2.2925,0.98,2.1214,1.0717,1.9841,1.1176,1.9027,1.1357,1.8233,1.1472,1.7402,1.1541,1.6665,1.1559,0.466348893,0.194476785,0.13038516,0.087990511,0.055212317,0.059885891,0.090663168,0.118529532,0.116179387,0.099318327,0.069694476,0.082177613,1.121569552,0.281797942,9.68E-06,0.086938657,0.084263634,0.082525693,0.208624303,0.209898094,0.203246181,0.208096925,0.2306648,0.245997154,1.041846078
PBX012V21,PBX,1.791174289,-0.043000353,-0.001877635,-0.018994054,0.00326766,0.00829496,-0.008917932,-0.008629602,-0.007165929,-0.002634625,0.002965018,0.002343828,-0.002292366,-0.000757231,0.000149273,0.0031149,0.001114458,0.000347937,0.003322055,-0.002229238,0.002989113,0.000233141,0.002215879,-0.000283599,0.000793524,0.004059148,0.002059956,-0.000633284,0.002141271,0.001797919,0.000612638,-0.003302167,-0.002879098,0.000367081,-0.000128981,-0.003584197,0.001351725,0.000252024,-0.001972451,-0.001069676,3.67E-05,-0.003048529,-0.000471267,-0.001271192,-0.001181736,0.000339768,-0.001284133,-4.29E-05,-0.000505722,-3.59E-05,0.001919745,-0.002587832,-0.000389052,0.000172888,0.001059906,-0.000583791,-0.000322898,0.000536333,5.32E-05,-0.000900625,-0.000132161,2.6332,0.9763,2.6974,1.1451,2.5946,1.2695,2.2702,1.2526,2.1206,1.2584,2.0099,1.2756,1.9164,1.2871,1.8502,1.3001,1.7589,1.2994,1.6823,1.3015,1.6003,1.2594,1.5388,1.1893,1.4914,1.117,2.1372,1.1174,2.071,1.1706,2.0128,1.167,1.9746,1.2131,1.915,1.1951,1.8941,1.2461,1.8323,1.2095,1.815,1.2584,1.7531,1.2145,1.7287,1.2404,1.6532,1.1861,2.336,1.028,2.3306,0.9617,2.1321,1.0539,2.0076,1.0858,1.9088,1.1084,1.8207,1.1178,1.7438,1.1224,1.6481,1.1221,0.488851399,0.189652419,0.10084146,0.071779802,0.046672154,0.054570413,0.066280012,0.149712391,0.112028255,0.094204565,0.067464361,0.091302683,1.150436322,0.265486459,5.83E-05,0.101756818,0.083944327,0.079357671,0.209073982,0.207118927,0.194476168,0.195389483,0.20630017,0.241977892,1.104841188
