ID,species,cut_edge_aysmmetry,centroid_size_right,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30,Comp31,Comp32,Comp33,Comp34,Comp35,Comp36,Comp37,Comp38,Comp39,Comp40,Comp41,Comp42,Comp43,Comp44,Comp45,Comp46,Comp47,Comp48,Comp49,Comp50,Comp51,Comp52,Comp53,Comp54,Comp55,Comp56,Comp57,Comp58,Comp59,Comp60,Comp61,Comp62,Comp63,Comp64,Comp65,Comp66,Comp67,Comp68,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,Cutwindow_length_right,Sut1_length_right,Sut2_length_right,Sut3_length_right,Sut4_length_right,Sut5_length_right,Sut6_length_right,Arc1_width_right,Arc2_width_right,Arc3_width_right,Arc4_width_right,Arc5_width_right,Arc6_width_right,Rightface_len,cut_edge_length,window_to_edge1,window_to_edge2,Intersect_to_top_dist_right,dist_arc2_arc3_right,dist_arc3_arc4_right,dist_arc4_arc5_right,Rightface_height1,Rightface_height2,Rightface_height3,Rightface_height4,Rightface_height5,Rightface_height6,Rightface_height7,cutting_depth1,cutting_depth2,rail_length,window_to_rail
PBX012V06,PBX,0,2.010540228,-0.021400905,0.023114387,-0.021779601,-0.003669092,0.002432874,0.003180494,-0.002438396,-0.002104295,-0.001543926,0.0009137,-9.28E-05,-0.001465743,0.000805436,0.003878292,0.002003733,0.001407601,-0.005387853,-0.002563678,0.000927736,0.005458053,0.000165402,-0.000986239,0.00105649,0.002116907,0.003235666,-0.00129613,-0.002413608,0.001680965,-0.001089227,-0.001067199,-0.000190503,0.004434619,-0.000527865,-0.000394557,-8.42E-05,8.32E-05,-0.001289023,0.000555984,-0.002198831,-0.002595659,7.07E-05,0.001076713,0.000837587,-0.001875523,-0.000822739,0.000587402,0.000571144,0.000992925,-0.000162893,0.000758053,-0.002001377,-0.001124299,-0.00249812,0.002123822,0.000381082,0.000727548,-0.001161834,-0.000249512,0.000159682,0.000507869,0.000771096,-0.001443626,0.000409934,4.47E-05,0.000417583,-0.000183897,7.05E-05,-0.00022434,1.4617,1.0076,1.454,1.2033,1.6395,1.294,1.9078,1.2584,2.0415,1.2681,2.1462,1.2875,2.2454,1.2994,2.3274,1.3047,2.4072,1.3134,2.4817,1.3101,2.5906,1.2753,2.6827,1.2012,2.7359,1.1134,1.9901,1.1293,2.0671,1.1789,2.1311,1.1695,2.1641,1.2192,2.2267,1.1976,2.2648,1.2465,2.3109,1.2113,2.3454,1.2594,2.3871,1.2184,2.4245,1.2443,2.4806,1.2789,2.4799,1.1846,2.5529,1.2325,2.6208,1.1656,2.6645,1.1003,1.765,1.0221,1.7564,0.943,1.9808,1.053,2.1217,1.0933,2.2174,1.1113,2.3087,1.1228,2.3824,1.1268,2.472,1.1278,0.492911889,0.1531016,0.092800862,0.070606657,0.056345097,0.048745154,0.071232717,0.134051408,0.106482158,0.099911211,0.082171102,0.080272847,0.074573051,1.278584874,0.217540111,0.265716842,0.203478254,0.079566136,0.099644217,0.085307268,0.076530059,0.182557881,0.186207975,0.187601839,0.190041785,0.192320254,0.217986605,0.369954876,0.072591804,0.071407072,0.921622971,0.137665391
PBX012V10,PBX,0,1.939087971,-0.044162521,-0.027494941,0.01700939,-0.009697599,-0.00334697,0.014996562,0.001081895,0.001779332,-0.011636152,0.014383432,-0.003977033,0.010057401,-0.00170846,0.0005027,0.003743549,-0.005098549,-0.002118998,-0.005258291,0.00296538,0.010842172,0.002082282,-0.00385736,-0.00785053,0.001071047,0.001532366,0.000109562,0.002645926,-0.000300722,0.001611021,0.00280145,0.000244834,0.003304997,-0.001425981,0.000979869,-0.005063139,0.002346534,-0.000660782,0.001844704,0.004566314,0.000337953,-0.001679771,0.000824897,-0.002208279,-0.00139084,-0.000156407,0.002468386,0.000189565,0.000501556,0.001481929,-0.001500324,5.48E-05,-5.06E-05,-0.000362714,-0.000602172,-0.001420765,0.000667967,-0.001417327,-0.000825872,-8.14E-05,-0.000176384,0.000609669,-0.00027353,-0.000833991,0.00076224,7.92E-06,0.000783108,-0.000283174,0.000324014,1.5054,0.966,1.432,1.1947,1.6147,1.3141,1.8776,1.2896,2.0221,1.2983,2.1246,1.3166,2.2195,1.3242,2.3069,1.3317,2.3835,1.3393,2.4461,1.336,2.5696,1.3031,2.6661,1.2195,2.7096,1.1361,2.0038,1.1472,2.0674,1.2012,2.1203,1.1893,2.1645,1.2292,2.2228,1.2141,2.2443,1.2756,2.3069,1.2314,2.3209,1.294,2.3759,1.2368,2.4072,1.2584,2.4542,1.3074,2.4671,1.2001,2.5356,1.2605,2.5965,1.1882,2.6327,1.1278,1.8366,1.0502,1.8344,1.0059,1.9968,1.0836,2.1187,1.1219,2.2211,1.1424,2.3065,1.1516,2.3727,1.1555,2.4655,1.1516,0.466310304,0.190274013,0.107147095,0.096076896,0.054561891,0.040215544,0.084300059,0.144761666,0.104120795,0.095203834,0.087721206,0.0769761,0.06268692,1.216154452,0.21791971,0.25080321,0.199943392,0.044354594,0.105457527,0.085860934,0.069210982,0.185417691,0.1880853,0.19328673,0.199142888,0.201118174,0.238001345,0.378490859,0.077346622,0.076314153,0.807553404,0.147869841
PBX012V14,PBX,0,2.015667902,-0.003738032,-0.000134325,-0.017269471,0.00822286,0.012661038,0.002041463,0.006624105,-0.002502675,-0.003422092,-0.001171465,0.003750029,-0.003573575,-0.000976068,2.45E-05,-0.001638962,-0.004907028,0.006205214,0.000180793,0.006561804,0.001208723,0.00526314,-0.000844708,-0.001130076,-0.003361966,-0.001680621,0.001184947,-0.001625691,0.003699388,-0.004820837,0.003149669,-0.001037596,-0.001605525,-0.002136993,-0.002218633,-0.002113108,0.002457316,-0.000948751,0.001390175,-0.001925319,-0.00172852,-0.000485622,-0.001734272,0.000480414,0.000372414,-0.00048949,-0.002110549,0.001094508,-0.001932546,-0.001036102,0.000758192,-0.000127528,-0.001367582,-0.000556166,-4.79E-05,6.41E-05,0.000149785,0.000512167,-0.000776768,0.000679369,0.002078749,4.38E-05,0.000294089,0.000953302,-0.001641,-0.000432495,0.000774516,1.65E-05,0.000805651,1.4725,1.0194,1.4288,1.2152,1.5992,1.3123,1.8819,1.2799,1.9995,1.2853,2.1246,1.3004,2.2098,1.3123,2.2961,1.3263,2.368,1.3339,2.4392,1.3339,2.5626,1.3026,2.6694,1.2314,2.7265,1.1386,1.9743,1.1268,2.0484,1.1807,2.0944,1.1728,2.1483,1.2282,2.2059,1.2059,2.244,1.2584,2.2907,1.221,2.3123,1.2771,2.3698,1.2318,2.4018,1.2594,2.4493,1.3069,2.4536,1.198,2.5399,1.267,2.6197,1.1969,2.6694,1.1268,1.7578,1.0173,1.7605,0.9423,1.9725,1.0566,2.0901,1.0922,2.2001,1.1203,2.2886,1.1321,2.3673,1.1386,2.4471,1.1451,0.484559522,0.178822174,0.115465882,0.075990328,0.063834552,0.051798456,0.081808863,0.117723914,0.126008016,0.086027031,0.087428199,0.072300553,0.0712,1.259652587,0.231860324,0.27928976,0.218369412,0.075048584,0.116309329,0.086133907,0.07983389,0.188965208,0.200750417,0.196676079,0.195285074,0.213297843,0.240979771,0.403630636,0.058306518,0.060500744,0.927437038,0.149020972
PBX012V15,PBX,0,1.909605367,-0.024981221,-0.004688781,0.00883352,-0.001526215,0.003321236,0.00307206,-0.004975954,0.007080438,-0.001880772,0.004108787,0.007332726,-0.006223335,-0.0030706,0.00400632,-0.00239745,-0.00347236,5.42E-05,-0.001443704,0.001730047,0.006112447,-0.007290639,0.00252207,-0.005451196,-0.000827738,-0.004342073,0.008267614,0.001527757,-0.002125827,0.001488613,0.001246348,0.001177541,-0.002993439,0.003830783,0.000472188,0.004865592,-0.003328053,-0.001655672,0.002483873,-0.001127193,-8.85E-06,-0.001371115,0.000538275,-0.000924392,-0.002430953,-0.001283919,0.002049162,0.001254566,-0.000817415,-0.001426852,-0.001092396,-0.001006667,-0.001313918,0.000203604,-0.000553576,0.001177908,-0.0011998,-0.0003517,0.000361617,-0.001032581,-0.000698627,-0.000854126,0.000136345,0.000478091,-0.000108291,0.000211883,0.000978678,-0.000388152,0.000481896,1.5124,0.986,1.4795,1.1775,1.6467,1.3112,1.8966,1.2763,2.0261,1.285,2.1174,1.2972,2.2353,1.3181,2.3051,1.3166,2.3824,1.3252,2.4515,1.3231,2.5626,1.2929,2.6543,1.2249,2.706,1.1332,2.0156,1.1361,2.0746,1.1749,2.1242,1.1742,2.1659,1.2353,2.2177,1.2059,2.2522,1.2648,2.304,1.221,2.3285,1.2677,2.3817,1.2188,2.4119,1.2454,2.4569,1.2972,2.4673,1.19,2.5351,1.2578,2.5992,1.1845,2.6354,1.1203,1.8164,1.0074,1.8179,0.9621,2.0138,1.0653,2.1246,1.103,2.2159,1.1235,2.2979,1.1336,2.3763,1.1408,2.466,1.1429,0.454904495,0.1838941,0.120309019,0.078637523,0.055915114,0.054210423,0.085078141,0.12979191,0.092111509,0.119738131,0.069816116,0.077776925,0.069131903,1.202642424,0.214633758,0.245364892,0.190228836,0.045324828,0.098727605,0.087611072,0.077731139,0.180782438,0.189670978,0.194830721,0.199684601,0.206945041,0.241364538,0.388819045,0.071768865,0.068324007,0.832666494,0.135604019
PBX012V18,PBX,0,2.003852689,0.003547379,0.002638158,0.015220919,0.006416733,-0.009222182,0.003741374,-0.002956033,-0.019753193,-0.002085307,0.010847276,-0.001757022,-0.011570293,0.00323842,-0.004831162,0.00196331,0.001100837,-0.004974539,-0.003887649,0.000385452,0.003155991,0.002540933,-0.003190032,-0.000208262,-0.001827825,-0.000448378,0.001315166,0.00359252,0.004570668,-0.000870713,0.001197708,-0.001669715,-0.002437638,-0.000703819,0.002450593,-0.001547435,0.001234277,0.00112945,0.000488403,0.000325423,0.00088499,0.001461336,-0.000615236,0.001445296,0.001262958,0.002570438,0.000640586,-0.001030636,-0.000903226,0.002544872,-0.001311782,-0.003061898,0.000984681,0.000790238,-0.001047931,-0.000948781,-0.000658622,0.000424313,-0.000767573,-0.000103083,-0.001047505,7.87E-05,-9.09E-05,0.001301598,0.000101802,0.00036494,0.000562476,0.000819751,8.39E-05,1.4876,0.9374,1.4558,1.2346,1.637,1.3296,1.8866,1.2936,2.0045,1.2965,2.1181,1.3109,2.2131,1.3252,2.2907,1.3353,2.3785,1.3439,2.4533,1.3439,2.5748,1.3209,2.6841,1.2368,2.7287,1.1537,1.9901,1.1347,2.0606,1.1879,2.1196,1.1872,2.167,1.2289,2.2195,1.2066,2.2447,1.2648,2.3004,1.2335,2.3231,1.2814,2.3777,1.2476,2.4029,1.2749,2.4583,1.3224,2.4684,1.2152,2.5467,1.2807,2.6244,1.2037,2.6697,1.139,1.7816,0.9977,1.7808,0.943,1.9836,1.0609,2.1167,1.112,2.2152,1.1343,2.2983,1.1472,2.3749,1.1526,2.4644,1.158,0.485026948,0.189635071,0.122234079,0.095473609,0.068166854,0.062888552,0.073187157,0.11793566,0.114509039,0.096070235,0.078254521,0.088220179,0.0748,1.259807485,0.227246672,0.267466521,0.216778804,0.05470585,0.101766252,0.085255029,0.078575441,0.186231093,0.201168909,0.19733991,0.201534042,0.215937699,0.252107695,0.412477878,0.060803701,0.068261995,0.910252278,0.138826078
PBX012V19,PBX,0,1.950103846,-0.046784001,-0.03163306,-0.005224392,0.005384419,0.006240821,0.007739761,-0.004809035,-0.001789825,-0.005104901,0.002866453,0.006135674,-0.000887327,0.000111258,2.51E-05,0.0004549,-0.000365118,0.003476987,-0.003404431,0.003772849,-0.001343469,0.002025063,0.002370509,-0.001938888,0.002593102,0.001290337,0.000286523,0.001471173,0.000620765,-0.000526337,2.76E-05,0.000959588,-0.000250233,-0.00252242,0.000356662,0.00214753,-0.000250713,-0.003080627,0.002684727,-0.000394377,0.001423488,-0.000207701,0.001270146,0.00182745,-0.001563909,-0.001372615,0.000148167,0.000633052,0.001659982,0.000424366,-0.000646095,6.36E-05,0.000134771,0.001170649,0.000152564,0.000412581,0.000704505,-0.000785159,-6.90E-07,0.001277565,0.001661718,-0.000453662,0.000658101,-0.000194316,-0.000114638,-0.00023958,0.000250725,-0.000160061,-0.000436978,1.4962,1.0022,1.4331,1.1958,1.564,1.308,1.8786,1.2745,2.007,1.2821,2.1181,1.2994,2.2055,1.3101,2.281,1.3155,2.3684,1.3134,2.4385,1.3112,2.5496,1.2751,2.6467,1.2055,2.7017,1.1111,1.993,1.1365,2.0593,1.1834,2.1149,1.1764,2.1537,1.2265,2.2125,1.1996,2.2379,1.2513,2.295,1.212,2.3152,1.2634,2.3741,1.2159,2.3986,1.2411,2.4461,1.2814,2.4619,1.1857,2.523,1.2318,2.5849,1.167,2.6323,1.103,1.8004,1.0345,1.7977,0.9784,1.9887,1.0696,2.1106,1.1014,2.2077,1.1165,2.2882,1.1257,2.3677,1.1286,2.4579,1.1286,0.471474124,0.179252225,0.111700403,0.081128109,0.067135684,0.062322147,0.078353877,0.128624725,0.112438872,0.088052541,0.075692866,0.087425225,0.070134514,1.210408799,0.223674786,0.25113582,0.185857687,0.056164936,0.10031949,0.083426674,0.079196086,0.183627667,0.206030338,0.202095646,0.203667793,0.208291743,0.232607008,0.404044366,0.069871096,0.072811332,0.843849702,0.144662677
PBX012V20,PBX,0,1.929719257,-0.010437493,0.014916522,0.014437868,-0.021594045,0.007531317,0.001861996,-0.009026522,0.00494205,0.001432601,0.009250124,0.00084452,-0.004644737,0.005985823,0.005121273,0.008124014,0.000854231,-0.001096872,-0.002002484,-0.003786161,-0.00353079,-0.001387353,-0.002191947,0.001928976,-0.000754318,-0.003739712,0.000199867,0.000600741,-0.000416686,-0.002815451,0.000449664,-0.002718668,-0.003056347,-0.000894,0.001247041,-0.002997548,9.71E-05,0.00016675,0.00094916,0.000441757,-0.0018393,-0.001191685,-2.07E-06,-0.000848101,0.001628225,-0.000102672,0.001030418,0.001535406,-0.001150088,-1.52E-05,-0.000486503,-0.001368262,-0.000211512,0.001573005,0.000650021,-0.000395266,0.000237978,-0.000872548,-0.00176658,-0.000586167,0.00158743,-0.00054526,-0.000199245,-0.000543859,-0.001055271,0.000293697,-0.000375837,-5.01E-05,0.000230603,1.5005,0.972,1.4784,1.1656,1.6942,1.3026,1.8945,1.2853,2.0333,1.2871,2.1426,1.3008,2.2267,1.3065,2.3022,1.3173,2.3824,1.322,2.4569,1.3155,2.5734,1.2789,2.665,1.2044,2.7179,1.1149,1.9951,1.1264,2.0685,1.1782,2.126,1.1767,2.167,1.2184,2.2181,1.1997,2.2533,1.253,2.3015,1.2157,2.3339,1.2422,2.3777,1.2213,2.4079,1.2422,2.459,1.2886,2.472,1.1861,2.5415,1.2503,2.6095,1.1683,2.6467,1.1068,1.7974,1.0095,1.7952,0.9477,1.9944,1.0577,2.1203,1.0973,2.2131,1.1203,2.2967,1.1311,2.377,1.1354,2.4698,1.1348,0.480622201,0.188067993,0.114447586,0.085936721,0.059747887,0.081516256,0.083775235,0.138811671,0.110155254,0.084292942,0.076268539,0.0803376,0.074783019,1.225758202,0.218577789,0.256000488,0.193865649,0.061839146,0.094928447,0.084920904,0.076405497,0.181159874,0.196679053,0.188852217,0.193779514,0.208789463,0.248559389,0.368991883,0.071659263,0.066207703,0.866236146,0.115168789
PBX012V21,PBX,0,2.019823264,-0.043575842,-0.008612931,-0.018802096,-0.007744997,0.008182336,0.003556526,0.004170366,-0.000114725,0.008479696,-0.002339169,0.00812379,-0.003431585,-0.000591204,-0.000997513,0.001980496,0.003558581,-0.003129192,-0.001024628,-0.000303363,0.001910947,0.003686281,0.000946395,0.001079586,-0.001547468,9.45E-05,-0.007127572,0.002197811,-0.000131923,-0.004429018,-0.000887237,0.001297046,0.00181413,0.000665491,-0.002626683,0.001733699,-8.20E-06,-0.001359201,-0.000509631,0.001896754,-0.000890482,0.003581081,-0.000331213,-0.001386966,-0.00023188,0.000806859,0.000349889,-0.001613792,-0.001386527,-0.001132522,0.000633399,0.001509344,-0.000784702,0.000967127,-0.000941125,0.000115327,-3.42E-05,-0.000457441,0.001387456,0.000490534,7.88E-05,-0.001384263,-0.001612616,-0.000837973,0.000957871,-0.000344581,-0.000135157,0.000420031,7.95E-05,1.4941,0.9849,1.4522,1.1422,1.5903,1.2745,1.8927,1.2497,2.0329,1.2573,2.1483,1.2745,2.2433,1.2907,2.3155,1.2983,2.4018,1.3015,2.4849,1.2983,2.5949,1.2648,2.6963,1.1915,2.7438,1.103,2.0016,1.1156,2.0743,1.1703,2.139,1.1638,2.18,1.2026,2.2353,1.1897,2.2691,1.2393,2.3252,1.2084,2.3418,1.2573,2.4044,1.2134,2.4338,1.2393,2.4924,1.2648,2.4871,1.171,2.5669,1.2184,2.6338,1.1613,2.6758,1.0955,1.7983,1.0059,1.7923,0.92,1.9987,1.0415,2.1392,1.0863,2.233,1.1046,2.3258,1.1143,2.3927,1.1187,2.4871,1.1181,0.488650601,0.17274843,0.096348119,0.078577987,0.057511738,0.048710266,0.069948838,0.14040584,0.116674762,0.096371365,0.072598898,0.086359308,0.08316159,1.255267979,0.219887358,0.26555393,0.210202022,0.086109291,0.099722114,0.091824289,0.079357671,0.180213429,0.19548913,0.194738825,0.189842303,0.201347188,0.233630563,0.408012561,0.068412353,0.069413904,0.900762177,0.147650838
PBX012V23,PBX,0,2.038614601,-0.052911458,-0.02165246,-0.018341167,-0.004147083,0.014816904,-0.004726077,0.000774288,-0.009564955,-0.000581254,-0.001328833,-0.006278082,0.007929995,-0.004370448,0.002844975,0.007363912,0.001592895,-0.003085555,0.00348301,0.006085039,3.56E-05,-0.005315573,-0.003756857,-0.003250592,0.001505812,-0.001473555,-0.000889144,-0.005337575,-0.001908109,-0.002691315,-0.003363764,0.00483725,-0.002998063,-0.001588542,0.001795862,-0.003671338,-0.00040144,0.001187895,0.000783571,-0.001758858,0.001549987,0.001057713,-0.002146753,0.001529776,-0.001181533,-0.000526193,0.000283381,-0.000131572,0.002736102,-0.001304337,-0.000214987,-0.00021187,-0.002149083,-0.001186697,0.001401303,0.000537872,0.000163172,1.16E-05,0.00073462,-0.000397233,-0.000608196,0.000278752,-0.000255699,0.000936164,-0.000199405,4.63E-05,0.000523373,0.001174988,-0.000467044,1.4951,1.0032,1.4364,1.1785,1.5777,1.3004,1.9132,1.2724,2.0566,1.2778,2.1721,1.2929,2.2713,1.308,2.3468,1.3037,2.4191,1.3047,2.4817,1.3015,2.5992,1.2616,2.7077,1.1899,2.774,1.103,2.0207,1.1365,2.0912,1.1825,2.1516,1.1789,2.1933,1.2177,2.2501,1.2026,2.2832,1.2487,2.3364,1.2091,2.3666,1.2609,2.4198,1.2113,2.4432,1.2443,2.4856,1.2753,2.4986,1.1775,2.5755,1.2184,2.6597,1.1458,2.6999,1.094,1.8046,1.0279,1.8017,0.9711,2.0146,1.0717,2.1512,1.1084,2.2447,1.1214,2.336,1.1289,2.4202,1.1257,2.4935,1.1268,0.479655512,0.173277408,0.101386636,0.078131172,0.060482229,0.047158032,0.065030531,0.143501638,0.116482874,0.100342663,0.075622351,0.072306915,0.062681736,1.282788077,0.236027541,0.285298808,0.209467348,0.056873984,0.101311105,0.086544439,0.083429012,0.175098058,0.192539762,0.190428202,0.186233751,0.194024535,0.224860957,0.398264347,0.074644558,0.065182897,0.906569164,0.145437272
PBX012V25,PBX,0,1.882138424,-0.016804667,-0.012719545,-0.017754488,0.002638208,0.016944467,0.001082585,-0.004930531,-0.001957383,0.002190403,0.004489643,0.008263161,-0.002133264,0.003596855,-0.000989174,0.003180627,-0.001030443,0.001645815,0.001926513,0.006506845,-0.001814297,0.00363163,-0.002263906,-0.003906892,-0.003214277,0.003152942,-0.001699546,-0.001974481,-6.75E-05,-0.001022445,-0.001907863,0.000958442,5.00E-05,-0.000787306,0.003638482,0.000961409,-0.000969974,0.000792052,-0.000846889,-0.000639737,-0.001143549,0.001228767,0.000583317,-0.00062262,-0.00122184,0.000317819,0.001926077,-0.00161074,0.001240565,0.002011261,-0.001050313,-0.00081181,4.14E-06,0.002056171,-2.06E-05,0.000165252,-0.000134746,0.000816981,0.001086602,0.000631666,-0.000890058,-4.38E-05,-0.001745111,0.000756426,-0.000410082,-0.0001619,0.000117866,0.000384415,-0.000219551,1.5264,1.0291,1.4752,1.1915,1.6262,1.3026,1.897,1.2713,2.0124,1.2821,2.1268,1.295,2.2163,1.3134,2.2799,1.3188,2.354,1.3213,2.423,1.3234,2.5349,1.295,2.6392,1.2224,2.6999,1.1429,1.9912,1.1404,2.0552,1.1879,2.1185,1.1764,2.1544,1.2217,2.2141,1.203,2.2357,1.2519,2.2911,1.2224,2.3101,1.2691,2.3662,1.2292,2.3846,1.2508,2.4302,1.2972,2.4489,1.2059,2.5102,1.2611,2.5868,1.1861,2.6338,1.1294,1.7972,1.0286,1.795,0.9639,1.9883,1.0674,2.1188,1.1099,2.212,1.1289,2.2929,1.1401,2.3612,1.1429,2.4482,1.1465,0.462362996,0.161271355,0.10346729,0.078324007,0.064487286,0.058156083,0.076854473,0.115904271,0.115125019,0.091371823,0.063828834,0.074142161,0.069031949,1.179004958,0.224409024,0.258785626,0.191013979,0.064737393,0.099231648,0.079406297,0.075407228,0.178685898,0.193779514,0.189474141,0.18667686,0.202419861,0.223407475,0.378432464,0.067464509,0.063745196,0.854971163,0.136153039
PBX013V02,PBX,0,1.995743211,-0.033218722,0.006149581,-0.019403995,0.001125364,0.010329275,-0.000361155,-0.006821815,0.008428763,0.001591489,-8.60E-05,-0.006316519,-0.003917026,0.010207287,0.0115817,-0.002966309,-0.001067455,-0.001241959,-0.002943824,0.002739451,0.002407046,0.002015031,-0.000564384,0.001560639,-0.000790829,-0.000890618,0.001036699,0.000136869,-0.004163434,0.001805378,-0.001869419,-0.001290917,-0.000538203,-0.000595064,0.000457237,-0.001336019,0.002485182,0.006690867,-0.003592226,0.002204827,0.000637515,-0.000515368,0.00012383,-0.001541067,0.00080544,7.27E-05,-0.000165439,0.000142441,0.002573116,0.001198244,0.000236755,-0.000844466,-0.002104847,-0.001297544,-0.00133928,-0.001156481,-0.00074666,-0.000664903,-0.000238491,-0.000685414,-0.000250503,-5.97E-05,4.75E-05,0.000297573,0.000157715,-0.000438597,0.000429705,-3.53E-05,-0.000259009,1.5102,1.0151,1.486,1.1807,1.6424,1.3091,1.9394,1.2738,2.0631,1.2839,2.181,1.2997,2.276,1.3112,2.3493,1.3227,2.4374,1.3339,2.5043,1.3317,2.6111,1.295,2.7017,1.2249,2.76,1.1375,2.0297,1.1354,2.0868,1.1926,2.1537,1.185,2.1915,1.226,2.2605,1.2098,2.2918,1.2584,2.3447,1.2249,2.3867,1.2519,2.418,1.2335,2.4504,1.2487,2.5059,1.2994,2.514,1.1974,2.5868,1.2589,2.657,1.192,2.6855,1.1289,1.8118,1.0286,1.8096,0.966,2.0268,1.0696,2.1541,1.1095,2.2584,1.1303,2.345,1.1404,2.4202,1.1435,2.514,1.1424,0.488252486,0.16525329,0.094325924,0.074444207,0.055113338,0.080071218,0.086186078,0.124111643,0.118953983,0.095693521,0.074196631,0.088809065,0.066936164,1.25577936,0.216742843,0.253187697,0.189703822,0.062638646,0.109641598,0.085543264,0.073802778,0.189548358,0.192715983,0.184210857,0.186244785,0.196713904,0.222117987,0.381671914,0.074994733,0.055502252,0.890919312,0.113458406
PBX013V03,PBX,0,1.76288539,-0.006884187,-0.003085453,0.015370263,0.009963213,0.006884386,0.000304462,-0.005067867,-0.002711114,0.003155241,0.003368653,-0.000317041,-0.006447266,0.000744946,0.007801381,0.001713806,-0.006534892,-0.003186275,0.002804296,0.00201441,0.001921431,-0.00041662,-0.002453016,0.003491331,0.000954707,-0.00265598,-0.001202796,-0.003917414,0.000532113,-0.001036215,-0.004575818,0.003059788,0.001962044,-0.001367637,0.000753154,-0.001913918,0.000968136,0.000319038,-0.000563208,-1.31E-05,0.002916145,0.000664334,-0.00087124,-0.000868802,-0.00059459,-0.001428807,-0.001029368,-0.000304736,0.001133509,0.001533628,-0.00154061,0.000685962,-0.000171909,-0.000408529,-0.001530903,2.61E-05,-0.000216412,0.000895646,-0.000565056,3.45E-05,0.000221547,-0.000302008,-0.000771977,-0.000538198,0.000181066,1.60E-05,0.000146008,-0.000651411,-4.20E-05,1.5793,1.0032,1.5464,1.2098,1.6953,1.3263,1.925,1.2896,2.0426,1.2961,2.1494,1.3123,2.2282,1.3263,2.2994,1.3306,2.3706,1.3393,2.4245,1.3371,2.5313,1.3058,2.6219,1.2422,2.6802,1.1634,2.03,1.149,2.0796,1.1886,2.1329,1.1922,2.1688,1.2253,2.2163,1.2131,2.2472,1.2569,2.2947,1.2303,2.3198,1.2749,2.3644,1.2389,2.3875,1.2605,2.4328,1.3101,2.4515,1.2123,2.5108,1.2702,2.575,1.2093,2.6192,1.1521,1.8448,1.0307,1.8416,0.98,2.0272,1.0922,2.1297,1.1292,2.2133,1.1489,2.2896,1.1607,2.3563,1.1664,2.4461,1.1656,0.42622663,0.175480369,0.11368927,0.089136749,0.071953874,0.05931821,0.080591873,0.117779497,0.108021664,0.080033993,0.071329727,0.071729562,0.053944879,1.112494876,0.206031478,0.233869408,0.173003381,0.050800886,0.085978893,0.080264563,0.070228555,0.172854881,0.173779314,0.176616307,0.175450192,0.188260511,0.222287202,0.37593534,0.062037811,0.057288917,0.796417083,0.114474888
